comment,sentiment
"ماذا عن تأثير وزن البطارية على أداء السيارة و توازنها؟",neutral
"خطوة جيدة للحد من الاعتماد على المحروقات المستوردة.",positive
"أنا نشجع، أما الدولة لازمها تكون قدوة و تبدأ بتكهريب أسطولها.",positive
"زعمة الورشات العادية تنجم تصلح الأعطال البسيطة فيها؟",neutral
"حتى كان شريتها، و سافرت بيها لمدينة أخرى، نلقى وين نشارجي بسهولة؟",negative
"ألف شكر على الفيديو القيم، استفدنا برشا.",positive
"الاستثمار في البنية التحتية للشحن هو الأولوية قبل كل شيء.",negative
"هل فما خطر من سرقة كابل الشحن إذا خليتها تشارجي في الشارع؟",neutral
"فكرة ممتازة للحفاظ على جمال بلادنا و نظافتها.",positive
"مازلت متردد، نحس إنو فما برشا ضبابية حول مستقبلها في تونس.",negative
"هل يمكن تحويل سيارة بنزين قديمة إلى سيارة كهربائية في تونس؟ و قداش تتكلف؟",neutral
"إلى الأمام يا تونس! نحو مستقبل أكثر استدامة.",positive
"المشكلة كان طاحت en panne في خلاء، شكون باش ينجدك؟",negative
"هل أداء السيارة الكهربائية يتأثر إذا كانت البطارية شبه فارغة؟",neutral
"موضوع في غاية الأهمية، خاصة للأجيال القادمة.",positive
"الأسعار لازم تكون مدروسة باش تشجع مختلف الفئات الإجتماعية.",negative
"ما هي التسهيلات الديوانية أو الجبائية الحالية لتوريد السيارات الكهربائية؟",neutral
"حلم جميل أن نرى تونس تعتمد على الطاقات المتجددة بالكامل.",positive
"إذا كان سعر الكهرباء باش يزيد، وقتها تولي الحكاية ماعادش اقتصادية.",negative
"هل فما فرق في تجربة القيادة بين الكهربائية و العادية؟ (نعومة، تسارع...)",neutral
"مجهود طيب، نتمنى نشوفوا المزيد من هذه المواضيع.",positive
"السيارات الكهربائية جزء من رؤية تونس 2035؟",neutral
"نحتاج ثورة في العقليات قبل الثورة في نوعية السيارات.",negative
"تخيل روحك مسافر و ما تلقاش وين تشارجي، كارثة.",negative
"الفكرة في حد ذاتها ممتازة و نبيلة.",positive
"هل يتم تدريب تقنيين تونسيين على صيانة هذا النوع من السيارات؟",neutral
"مازلت أفضل رائحة البنزين و صوت المحرك القوي، لكن البيئة أهم بالطبع.",neutral
"الاستغناء عن تغيير الزيت و البوجيهات مكسب كبير في حد ذاته.",positive
"الأسعار لازمها تكون في حدود 30 أو 40 ألف دينار باش الناس تنجم تشري.",negative
"هل يمكن للدولة دعم تركيب الشواحن المنزلية بقروض ميسرة؟",neutral
"هذه هي التكنولوجيا التي يجب أن نستثمر فيها لمستقبل أولادنا.",positive
"ماذا عن مقاومتها للماء و الأمطار الغزيرة، خاصة فيما يتعلق بالبطارية؟",neutral
"كل الاحترام لمن يسعى لنشر الوعي البيئي و التكنولوجي.",positive
"بالتوفيق في مشروعك، و إن شاء الله تونس تتقدم أكثر في هذا المجال.",positive
"صديقي، الفيديو متعوب عليه أما الواقع التونسي حاجة أخرى خلاص. الكرهبة الإلكتريك حلم بعيد.",negative
"زعمة الكراهب هذوما يتحملوا سخانة الصيف في الجنوب التونسي؟ البطارية ما تتنفخش؟",neutral
"أنا مع كل ما هو جديد و إيكولوجيك، أما الدولة لازمها توفر البنية التحتية قبل ما تحكي على البيع.",negative
"تحية لتونس المستقبل! السيارات الكهربائية خطوة ضرورية.",positive
"قداش أقل سوم لكرهبة كهربائية تنجم تاخوها في تونس اليوم؟ و شنوا مواصفاتها؟",neutral
"ما فهمتش علاش ما يركزوش على الكراهب الهيبريد (hybrid) كحل وسط لتونس حالياً.",neutral
"بصراحة، منظرهم في الكياس يعمل الكيف. تكنولوجيا نظيفة و أنيقة.",positive
"كان السوم كيف كراهب الإيسونس العادية، غدوة نشري واحدة.",positive
"الميكانسيانات و جماعة قطع الغيار التقليدية شنوة باش يكون مصيرهم؟",neutral
"نخاف من حكاية الـ software و الـ updates متاعها، كان تصير مشكلة شكون يصلحها؟",negative
"فكرة باهية أما لازم حملات توعية كبيرة للناس باش تفهم منافعها و كيفاش تستعملها.",neutral
"الدولة لازمها تفرض على الشركات الكبرى يوفروا نقاط شحن لموظفيهم.",positive
"هل التأمين (assurance) على السيارات الكهربائية أغلى من العادية في تونس؟",neutral
"الواحد يتمنى يشوف تونس الكل تستعمل طاقة نظيفة، أما الطريق مازال طويل.",positive
"سوم البطارية وحدها يجي قد سوم كرهبة أخرى مستعملة! كيفاش هكة؟",negative
"شنوة الحلول المقترحة لإعادة تدوير البطاريات بطريقة آمنة في تونس؟",neutral
"أنا سائق تاكسي، هل فما موديلات كهربائية تصلح للخدمة و تكون اقتصادية بالحق؟",neutral
"يعطيك الصحة، أما حبذا لو فما مقارنة بين تكلفة الكيلومتر الواحد بين كهرباء و إيسونس.",neutral
"مازلت ما شفتش محطة شحن سريعة في حتى طريق سيار، كلام فارغ.",negative
"كلام جميل، لكن يبقى حبر على ورق ما لم تتدخل الدولة بقوة في الأسعار و البنية التحتية.",negative
"أنا كطالب، نحلم بكرهبة إلكتريك صغيرة و ما تصرفش برشة، أما سومهم خيالي.",negative
"هل السيارات الكهربائية تفقد الكثير من قيمتها عند إعادة البيع (revente)؟",neutral
"المشكلة موش في الكرهبة، المشكلة في المواطن إلي مازال ماعندوش ثقافة الحفاظ على البيئة.",negative
"تبارك الله، تكنولوجيا المستقبل بين يدينا. إن شاء الله الأسعار تهبط شوية.",positive
"سمعت إلي هي ساكتة برشا، ما تخوفش شوية في الزحمة و للمترجلين؟",neutral
"وقتاش نشوفوا مبادرات لتصنيع أجزاء من السيارات الكهربائية في تونس؟ نشجعوا الصناعة المحلية.",positive
"اللي عندو شكارة ينجم يشري، أما الزوالي يتفرج و يتحسر.",negative
"هل فما فرق في إستهلاك الكهرباء بين الشتاء و الصيف (مع الكليماتيزور مثلاً)؟",neutral
"برافو! خطوة ممتازة نحو تونس أكثر استدامة و أقل تلوث.",positive
"أنا خايف من الأعطال الإلكترونية المعقدة، موش أي حد ينجم يصلحها.",negative
"هل ممكن الواحد يركب ألواح شمسية في الدار و يشارجي الكرهبة منها مباشرة؟",neutral
"هذي ثورة في عالم النقل، لازمنا نواكبوها.",positive
"تونس جميلة و تستاهل تكون نظيفة. السيارات الكهربائية جزء من الحل.",positive
"الأسوام مبالغ فيها بشكل كبير، لازم الدولة تدخل و تنقص في الأداءات.",negative
"هل صحيح أن تكاليف الصيانة الدورية شبه منعدمة مقارنة بسيارات البنزين؟",neutral
"كل التقدير على المجهود في تقديم محتوى مفيد هكة.",positive
"ماذا عن السيارات الكهربائية الصينية؟ هل هي متوفرة في تونس و أسعارها معقولة؟",neutral
"المشكلة في عقلية "اشري اليوم و بيع غدوة"، الناس تخاف سومها يطيح.",negative
"فكرة ممتازة، خاصة مع ارتفاع أسعار المحروقات الجنوني.",positive
"إذا الدولة ما دعمتش بالمليارات، الحكاية هاذي ما تنجحش في تونس.",negative
"هل نظام التعليق (suspension) متاعها مصمم للطرقات التونسية المكسرة؟",neutral
"أنا مع التقدم، أما لازم يكون مدروس و يراعي ظروف المواطن.",neutral
"أكيد فما ناس باش تستغل الحكاية و تزيد في سوم قطع الغيار و التصليح.",negative
"نحتاج لمزيد من الشفافية حول تكاليف البطاريات و عمرها الافتراضي الحقيقي.",neutral
"كمواطنة، يهمني برشا موضوع جودة الهواء، لذلك نشجع السيارات الكهربائية.",positive
"الواحد قبل ما يشري لازم يخمم في توفر قطع الغيار و كفاءة الفنيين.",negative
"هل يوجد أي مخاطر صحية مرتبطة بالمجالات الكهرومغناطيسية لهذه السيارات؟ (سؤال فضولي)",neutral
"مستقبل واعد، لكن يتطلب صبر و استثمار كبير.",positive
"في أوروبا يعاونوهم برشا، إحنا العكس، يزيدوا عليهم في الديوانة.",negative
"هل بطاريات الحالة الصلبة (solid-state batteries) باش تغير المعادلة في المستقبل القريب؟",neutral
"فكرة حلوة، أما زعمة التونسي مستعد يتخلى على صوت المحرك و "القومانية"؟",neutral
"إذا ما فماش محطات شحن في أماكن العمل و المراكز التجارية، الحكاية ناقصة.",negative
"قداش أقصى مدى تنجم تقطعو كرهبة كهربائية بشارجة وحدة في ظروف قيادة عادية في تونس؟",neutral
"موضوع شيق و يستحق النقاش، شكراً على الإضاءات.",positive
"مازلت نعتبرها تكنولوجيا غير ناضجة كفاية بالنسبة لبلادنا.",negative
"هل فما إمكانية لتأجير (location) السيارات الكهربائية في تونس لتجربتها؟",neutral
"تخفيض التلوث السمعي في المدن وحدو مكسب كبير.",positive
"الأسعار الحالية تجعلها حكراً على طبقة معينة فقط.",negative
"هل يمكن شحنها باستخدام مولد كهربائي (générateur) في حالة انقطاع التيار؟",neutral
"كل التشجيع لهذه المبادرات إلي تخدم مصلحة البيئة و المواطن.",positive
"نخاف من الاعتماد الكلي على الكهرباء، كان صارت أزمة كهرباء وطنية شنوة نعملوا؟",negative
"هل قوة التكييف (climatiseur) هي نفسها في السيارات الكهربائية و سيارات البنزين؟",neutral
"برافو تونس على هذا التوجه نحو مستقبل أخضر.",positive
"الضمان قداش يغطي بالضبط؟ و هل فما وكلاء معتمدين في كل الولايات؟",neutral
"مشكلة البطارية بعد 5 أو 7 سنين هي الهاجس الأكبر.",negative
"نحلموا نشوفوا شوارعنا مليانة بالكراهب هذوما، لكن الطريق يبدو طويل.",neutral
"هل فما تطبيقات هاتف توريك أقرب محطة شحن و حالتها (متوفرة/مشغولة)؟",neutral
"فكرة رائعة، لكن تطبيقها على أرض الواقع يتطلب إرادة سياسية قوية.",positive
"السوم، السوم، ثم السوم... هو المشكلة الأساسية للتونسي.",negative
"ماذا عن تأثير وزن البطارية على أداء السيارة و توازنها؟",neutral
"خطوة جيدة للحد من الاعتماد على المحروقات المستوردة.",positive
"أنا نشجع، أما الدولة لازمها تكون قدوة و تبدأ بتكهريب أسطولها.",positive
"زعمة الورشات العادية تنجم تصلح الأعطال البسيطة فيها؟",neutral
"حتى كان شريتها، و سافرت بيها لمدينة أخرى، نلقى وين نشارجي بسهولة؟",negative
"ألف شكر على الفيديو القيم، استفدنا برشا.",positive
"الاستثمار في البنية التحتية للشحن هو الأولوية قبل كل شيء.",negative
"هل فما خطر من سرقة كابل الشحن إذا خليتها تشارجي في الشارع؟",neutral
"فكرة ممتازة للحفاظ على جمال بلادنا و نظافتها.",positive
"مازلت متردد، نحس إنو فما برشا ضبابية حول مستقبلها في تونس.",negative
"هل يمكن تحويل سيارة بنزين قديمة إلى سيارة كهربائية في تونس؟ و قداش تتكلف؟",neutral
"إلى الأمام يا تونس! نحو مستقبل أكثر استدامة.",positive
"المشكلة كان طاحت en panne في خلاء، شكون باش ينجدك؟",negative
"هل أداء السيارة الكهربائية يتأثر إذا كانت البطارية شبه فارغة؟",neutral
"موضوع في غاية الأهمية، خاصة للأجيال القادمة.",positive
"الأسعار لازم تكون مدروسة باش تشجع مختلف الفئات الإجتماعية.",negative
"ما هي التسهيلات الديوانية أو الجبائية الحالية لتوريد السيارات الكهربائية؟",neutral
"حلم جميل أن نرى تونس تعتمد على الطاقات المتجددة بالكامل.",positive
"إذا كان سعر الكهرباء باش يزيد، وقتها تولي الحكاية ماعادش اقتصادية.",negative
"هل فما فرق في تجربة القيادة بين الكهربائية و العادية؟ (نعومة، تسارع...)",neutral
"مجهود طيب، نتمنى نشوفوا المزيد من هذه المواضيع.",positive
"السيارات الكهربائية جزء من رؤية تونس 2035؟",neutral
"نحتاج ثورة في العقليات قبل الثورة في نوعية السيارات.",negative
"تخيل روحك مسافر و ما تلقاش وين تشارجي، كارثة.",negative
"الفكرة في حد ذاتها ممتازة و نبيلة.",positive
"هل يتم تدريب تقنيين تونسيين على صيانة هذا النوع من السيارات؟",neutral
"مازلت أفضل رائحة البنزين و صوت المحرك القوي، لكن البيئة أهم بالطبع.",neutral
"الاستغناء عن تغيير الزيت و البوجيهات مكسب كبير في حد ذاته.",positive
"الأسعار لازمها تكون في حدود 30 أو 40 ألف دينار باش الناس تنجم تشري.",negative
"هل يمكن للدولة دعم تركيب الشواحن المنزلية بقروض ميسرة؟",neutral
"هذه هي التكنولوجيا التي يجب أن نستثمر فيها لمستقبل أولادنا.",positive
"ماذا عن مقاومتها للماء و الأمطار الغزيرة، خاصة فيما يتعلق بالبطارية؟",neutral
"كل الاحترام لمن يسعى لنشر الوعي البيئي و التكنولوجي.",positive
"بالتوفيق في مشروعك، و إن شاء الله تونس تتقدم أكثر في هذا المجال.",positive
"الفيديو هذا يفتح العينين على برشا حاجات ما كناش نعرفوها على الكراهب الإلكتريك، يعطيك الصحة!",positive
"أنا فلاح و نسكن في الريف، زعمة الكرهبة الإلكتريك تنفعني في الطرقات الترابية و الخدمة؟ ما نتصورش.",negative
"هل قطع الغيار الأصلية للسيارات الكهربائية متوفرة بالكميات الكافية في تونس ولا لازم نستناو شهور؟",neutral
"مبادرة تستحق كل التشجيع! تونس لازمها تكون في الريادة في مجال الطاقات النظيفة في إفريقيا.",positive
"قداش وقت يلزم باش بطارية كرهبة كهربائية تتشحن من شارجور عمومي سريع (كان موجود أصلاً)؟",neutral
"ماذا عن قيمة السيارة الكهربائية بعد 5 أو 10 سنوات؟ هل تصبح بلا قيمة تقريباً بسبب تطور البطاريات؟",negative
"الدولة لازمها تدعم تركيب الشواحن في مواقف السيارات العمومية و المولات و الشركات الكبرى.",positive
"برافو على الشجاعة في اقتحام عالم السيارات الكهربائية في تونس! المستقبل لكم.",positive
"هل صحيح أن السيارات الكهربائية تحتاج لبرمجيات خاصة لتشخيص الأعطال لا تتوفر إلا لدى الوكيل؟",neutral
"أنا مع كل ما هو تكنولوجيا حديثة، لكن بشرط أن تكون في متناول المواطن البسيط.",neutral
"الخوف من أن تصبح هذه السيارات مجرد "بريستيج" للأغنياء و تبقى بعيدة عن المواطن العادي.",negative
"شنوة الإجراءات القانونية و التراخيص اللازمة لتركيب محطة شحن خاصة في المنزل أو العمارة؟",neutral
"هل فمة فرق في إحساس القيادة (conduite) بين الموديلات المختلفة للسيارات الكهربائية؟",neutral
"فكرة ممتازة للحد من انبعاثات الغازات الدفيئة و تحسين جودة الهواء في مدننا المكتظة.",positive
"إذا كانت السيارة متوقفة لفترة طويلة (شهر مثلاً)، هل البطارية تفقد شحنها بشكل كبير؟",neutral
"مازلت نفضل نشري كرهبة مازوط مستعملة مضمونة على مغامرة كرهبة إلكتريك جديدة و غالية.",negative
"كل التقدير للقائمين على هذا العمل التوعوي الهام.",positive
"هل يوجد في تونس شركات متخصصة في تحويل السيارات العادية إلى سيارات كهربائية (retrofit)؟",neutral
"سمعت أنو بعض الدول تقدم إعفاءات ضريبية كبيرة جداً، علاش موش في تونس؟",positive
"زعمة التونسي عندو الوعي الكافي للتعامل مع تكنولوجيا كيف هذي و المحافظة عليها؟",neutral
"المشكلة الكبرى هي "ما بعد البيع"، هل خدمة الصيانة متوفرة و ذات جودة عالية و أسعار معقولة؟",negative
"هل يمكن شحن السيارة الكهربائية في أوقات الذروة لاستهلاك الكهرباء أم أن ذلك ممنوع أو مكلف؟",neutral
"أنا طالب هندسة، و موضوع السيارات الكهربائية يثير اهتمامي جداً. هل توجد فرص للبحث و التطوير في تونس؟",positive
"الأسعار في تونس مقارنة بالدخل الفردي تجعل من السيارة الكهربائية حلماً صعب المنال.",negative
"قداش تكلفة استبدال البطارية كاملة إذا تلفت بعد انتهاء فترة الضمان؟ هذا السؤال المرعب.",neutral
"موضوع يستحق النقاش المعمق. هل فمة ندوات أو مؤتمرات حول هذا الموضوع في تونس؟",neutral
"الدولة مطالبة بتوفير حوافز لتشجيع استعمال الدراجات و السيارات الكهربائية الصغيرة للتنقل داخل المدن.",positive
"الحديث عن البيئة و الكراهب الإلكتريك و أحنا مازلنا نرميو الزبلة في الشارع! لازم ثورة وعي شاملة.",negative
"هل يؤثر استعمال مكيف الهواء أو التدفئة بشكل كبير جداً على مدى السيارة (autonomie)؟",neutral
"تحية لكل شاب تونسي طموح يسعى لتطوير بلاده.",positive
"مازلت خايف من حكاية الـ "software bugs" و المشاكل الإلكترونية اللي ممكن تعطل الكرهبة في أي وقت.",negative
"هل البطاريات المستخدمة في السيارات الكهربائية قابلة للتدوير بشكل كامل وآمن بيئياً؟",neutral
"شكلهم الخارجي يعجبني برشا، تصميم مستقبلي و أنيق.",positive
"لو كان فما بنوك تقدم قروض ميسرة جداً و مخصصة للسيارات الكهربائية، يمكن الوضع يتحسن.",positive
"ماذا عن مقاومة هذه السيارات للملوحة و الرطوبة العالية في المناطق الساحلية التونسية؟",neutral
"نحتاج إلى نماذج نجاح من دول مشابهة لتونس في ظروفها الاقتصادية و الاجتماعية.",positive
"الأسعار لازمها تكون في حدود إمكانيات الطبقة المتوسطة، و إلا ستبقى حكراً على الأثرياء.",negative
"هل السيارات الكهربائية مجهزة بأنظمة ملاحة (GPS) متطورة و تدعم الخرائط التونسية بشكل جيد؟",neutral
"فيديو مفيد و محفز. شكراً على مشاركة هذه المعلومات القيمة.",positive
"ما مدى تأثير تذبذب التيار الكهربائي في تونس على سلامة عملية الشحن و عمر البطارية؟",negative
"هل هناك أي مبادرات لتوعية الأطفال و الشباب في المدارس بأهمية النقل المستدام؟",neutral
"فكرة رائعة و صديقة للبيئة، لكن هل البنية التحتية للشحن جاهزة لاستيعاب عدد كبير من هذه السيارات؟",negative
"أتمنى أن تصبح تونس نموذجاً يحتذى به في مجال الانتقال الطاقي في المنطقة.",positive
"وين نلقاو قائمة بالوكلاء المعتمدين للسيارات الكهربائية في مختلف ولايات الجمهورية؟",neutral
"الواحد ولا يخاف يشري كرهبة جديدة أصلاً، فما بالك بكهربة إلكتريك مازال مستقبلها غامض.",negative
"هل يوجد فرق في تكلفة استهلاك الكهرباء للشحن بين الليل و النهار في تونس؟",neutral
"تحية خاصة من مدينة صفاقس، ننتظر بفارغ الصبر انتشار هذه السيارات للحد من التلوث.",positive
"كان جات سومها معقول، التوانسة الكل يشريوها، شعب يحب الجديد و الفخفخة.",positive
"هل قوة المحرك الكهربائي تعادل قوة محرك البنزين من نفس الفئة الحجمية للسيارة؟",neutral
"المشكلة في تونس هي غياب استراتيجية وطنية واضحة و طويلة المدى للانتقال الطاقي.",negative
"هل يمكن الاعتماد على السيارة الكهربائية للقيام برحلات طويلة بين الشمال و الجنوب التونسي؟",neutral
"مجهود رائع و عمل متقن، بالتوفيق في بقية المشوار.",positive
"مازال المواطن التونسي يعتبر السيارة الكهربائية مجرد "لعبة" للأغنياء و ليست وسيلة نقل عملية.",negative
"هل الضمان الدولي للسيارات الكهربائية يشمل تونس في حال شرائها من الخارج؟",neutral
"أنا كمرأة، تهمني سهولة القيادة و الركن، هل السيارات الكهربائية تتميز في هذا الجانب؟",positive
"الخوف من ندرة قطع الغيار و ارتفاع أسعارها بشكل جنوني.",negative
"هل توجد أي معايير أو شهادات جودة خاصة بالبطاريات المستعملة في السيارات الكهربائية؟",neutral
"نحو مدن تونسية أكثر هدوءاً و نقاءً بفضل هذه التكنولوجيا.",positive
"إذا لم يتم دعم سعر الكهرباء المخصصة للشحن، فلن تكون هناك جدوى اقتصادية كبيرة.",negative
"هل يمكن للسيارة الكهربائية أن تعمل كمصدر طاقة احتياطي للمنزل في حالة انقطاع التيار (V2H)؟",neutral
"مستقبل مشرق ينتظر قطاع النقل في تونس إذا تم تبني هذه التقنيات بحكمة.",positive
"مازلت مقتنع أن السيارة الهجينة القابلة للشحن (PHEV) هي الخيار الأمثل لتونس حالياً.",neutral
"هل ورشات الدهان و إصلاح هياكل السيارات العادية قادرة على التعامل مع السيارات الكهربائية؟",neutral
"فكرة ممتازة، خاصة إذا تم ربط شحنها بمنظومات الطاقة الشمسية المنزلية.",positive
"الأسعار خيالية! الدولة لازمها تتدخل بقوة و إلا ستبقى هذه السيارات مجرد حلم.",negative
"ما هي المدة التقديرية لحياة بطارية سيارة كهربائية في الظروف المناخية التونسية؟",neutral
"عمل جبار يستحق الثناء و التشجيع. واصلوا.",positive
"هل يتم تحديث برمجيات السيارة (software updates) عن بعد أم يجب زيارة الوكيل؟",neutral
"أكبر تحدي هو تغيير العقليات و بناء الثقة في هذه التكنولوجيا الجديدة.",negative
"هل السيارات الكهربائية معفاة من ضريبة الجولان (vignette) السنوية في تونس؟",neutral
"أنا متفائل بمستقبل السيارات الكهربائية في تونس، لكن الأمر يتطلب وقتاً و جهداً.",positive
"ماذا عن تكلفة تركيب شاحن منزلي معتمد و آمن؟ هل هي باهظة؟",negative
"هل هناك أي دراسات حول الأثر البيئي الإجمالي للسيارة الكهربائية (من التصنيع إلى التخلص من البطارية)؟",neutral
"فكرة تستحق أن تُدعم من قبل كل المؤسسات الوطنية و المجتمع المدني.",positive
"الخوف من أن تصبح تونس مكباً لنفايات البطاريات المستعملة من الدول الأخرى.",negative
"هل يمكن برمجة السيارة لتبدأ الشحن في أوقات معينة (مثلاً في الليل للاستفادة من تعريفة منخفضة)؟",neutral
"نحو تونس خضراء و ذكية! السيارات الكهربائية خطوة في هذا الاتجاه.",positive
"ما لم يتم توفير حلول تمويل ميسرة و طويلة الأجل، ستبقى هذه السيارات بعيدة المنال.",negative
"هل قوة تبريد المكيف تتأثر بحالة شحن البطارية؟",neutral
"كل الشكر و التقدير على هذا المحتوى التثقيفي الهام.",positive
"المشكلة ليست في التكنولوجيا، بل في القدرة على تحمل تكلفتها و توفير البنية التحتية اللازمة لها.",negative
"هل هناك أي تعاون بين الجامعات التونسية و شركات السيارات الكهربائية لتطوير كفاءات محلية؟",neutral
"فكرة رائعة، لكن تحتاج إلى تخطيط استراتيجي و رؤية واضحة من صانعي القرار.",positive
"أنا مع التطور، لكن يجب أن يكون هذا التطور شاملاً و لا يقتصر على فئة دون أخرى.",neutral
"ماذا عن اختبارات السلامة (crash tests) لهذه السيارات؟ هل هي بنفس مستوى السيارات التقليدية؟",neutral
"أتمنى أن أرى اليوم الذي تصبح فيه شوارعنا خالية من دخان السيارات و ضجيجها.",positive
"سعر إعادة بيعها بعد سنوات قليلة هو الهاجس الأكبر بالنسبة لي.",negative
"هل يمكن الاعتماد على الطاقة الشمسية فقط لشحن السيارة بشكل يومي؟",neutral
"مجهود يذكر فيشكر، بارك الله فيكم.",positive
"الدولة مطالبة بوضع إطار قانوني واضح ينظم كل ما يتعلق بالسيارات الكهربائية و شحنها.",negative
"هل هناك أي اختلافات جوهرية في قيادة السيارة الكهربائية مقارنة بالسيارة ذات ناقل الحركة الأوتوماتيكي؟",neutral
"فكرة ممتازة للشركات التي لديها أساطيل نقل كبيرة لتقليل تكاليف الوقود و الصيانة.",positive
"التحدي الأكبر هو توفير كهرباء نظيفة و مستدامة لشحن هذه السيارات، و إلا فنحن ندور في حلقة مفرغة.",negative
"هل هناك أي مخاطر من ترك السيارة تشحن طوال الليل دون مراقبة؟",neutral
"خطوة مهمة نحو تحقيق أهداف التنمية المستدامة في تونس.",positive
"مازلت أنتظر انخفاضاً كبيراً في الأسعار قبل التفكير جدياً في شراء واحدة.",negative
"هل يمكن تخصيص ممرات خاصة في الطرقات للسيارات الكهربائية لتشجيع استعمالها؟",neutral
"نحو مستقبل نقل أكثر كفاءة و أقل تلويثاً للبيئة. شكراً على هذا الفيديو الملهم.",positive
"العائق الأكبر هو عدم توفر محطات شحن كافية و سريعة، خاصة بين المدن.",negative
"هل السيارات الكهربائية مناسبة لكبار السن من حيث سهولة الاستخدام و التحكم؟",neutral
"عمل احترافي و محتوى قيم. بالتوفيق في المزيد من النجاحات.",positive
"كل الدعم للمبادرات التي تهدف إلى جعل تونس بلداً أفضل للأجيال القادمة.",positive
"الفيديو هذا يفتح العينين على برشا حاجات ما كناش نعرفوها على الكراهب الإلكتريك، يعطيك الصحة!",positive
"أنا فلاح و نسكن في الريف، زعمة الكرهبة الإلكتريك تنفعني في الطرقات الترابية و الخدمة؟ ما نتصورش.",negative
"هل قطع الغيار الأصلية للسيارات الكهربائية متوفرة بالكميات الكافية في تونس ولا لازم نستناو شهور؟",neutral
"مبادرة تستحق كل التشجيع! تونس لازمها تكون في الريادة في مجال الطاقات النظيفة في إفريقيا.",positive
"قداش وقت يلزم باش بطارية كرهبة كهربائية تتشحن من شارجور عمومي سريع (كان موجود أصلاً)؟",neutral
"ماذا عن قيمة السيارة الكهربائية بعد 5 أو 10 سنوات؟ هل تصبح بلا قيمة تقريباً بسبب تطور البطاريات؟",negative
"الدولة لازمها تدعم تركيب الشواحن في مواقف السيارات العمومية و المولات و الشركات الكبرى.",positive
"برافو على الشجاعة في اقتحام عالم السيارات الكهربائية في تونس! المستقبل لكم.",positive
"هل صحيح أن السيارات الكهربائية تحتاج لبرمجيات خاصة لتشخيص الأعطال لا تتوفر إلا لدى الوكيل؟",neutral
"أنا مع كل ما هو تكنولوجيا حديثة، لكن بشرط أن تكون في متناول المواطن البسيط.",neutral
"الخوف من أن تصبح هذه السيارات مجرد "بريستيج" للأغنياء و تبقى بعيدة عن المواطن العادي.",negative
"شنوة الإجراءات القانونية و التراخيص اللازمة لتركيب محطة شحن خاصة في المنزل أو العمارة؟",neutral
"هل فمة فرق في إحساس القيادة (conduite) بين الموديلات المختلفة للسيارات الكهربائية؟",neutral
"فكرة ممتازة للحد من انبعاثات الغازات الدفيئة و تحسين جودة الهواء في مدننا المكتظة.",positive
"إذا كانت السيارة متوقفة لفترة طويلة (شهر مثلاً)، هل البطارية تفقد شحنها بشكل كبير؟",neutral
"مازلت نفضل نشري كرهبة مازوط مستعملة مضمونة على مغامرة كرهبة إلكتريك جديدة و غالية.",negative
"كل التقدير للقائمين على هذا العمل التوعوي الهام.",positive
"هل يوجد في تونس شركات متخصصة في تحويل السيارات العادية إلى سيارات كهربائية (retrofit)؟",neutral
"سمعت أنو بعض الدول تقدم إعفاءات ضريبية كبيرة جداً، علاش موش في تونس؟",positive
"زعمة التونسي عندو الوعي الكافي للتعامل مع تكنولوجيا كيف هذي و المحافظة عليها؟",neutral
"المشكلة الكبرى هي "ما بعد البيع"، هل خدمة الصيانة متوفرة و ذات جودة عالية و أسعار معقولة؟",negative
"هل يمكن شحن السيارة الكهربائية في أوقات الذروة لاستهلاك الكهرباء أم أن ذلك ممنوع أو مكلف؟",neutral
"أنا طالب هندسة، و موضوع السيارات الكهربائية يثير اهتمامي جداً. هل توجد فرص للبحث و التطوير في تونس؟",positive
"الأسعار في تونس مقارنة بالدخل الفردي تجعل من السيارة الكهربائية حلماً صعب المنال.",negative
"قداش تكلفة استبدال البطارية كاملة إذا تلفت بعد انتهاء فترة الضمان؟ هذا السؤال المرعب.",neutral
"موضوع يستحق النقاش المعمق. هل فمة ندوات أو مؤتمرات حول هذا الموضوع في تونس؟",neutral
"الدولة مطالبة بتوفير حوافز لتشجيع استعمال الدراجات و السيارات الكهربائية الصغيرة للتنقل داخل المدن.",positive
"الحديث عن البيئة و الكراهب الإلكتريك و أحنا مازلنا نرميو الزبلة في الشارع! لازم ثورة وعي شاملة.",negative
"هل يؤثر استعمال مكيف الهواء أو التدفئة بشكل كبير جداً على مدى السيارة (autonomie)؟",neutral
"تحية لكل شاب تونسي طموح يسعى لتطوير بلاده.",positive
"مازلت خايف من حكاية الـ "software bugs" و المشاكل الإلكترونية اللي ممكن تعطل الكرهبة في أي وقت.",negative
"هل البطاريات المستخدمة في السيارات الكهربائية قابلة للتدوير بشكل كامل وآمن بيئياً؟",neutral
"شكلهم الخارجي يعجبني برشا، تصميم مستقبلي و أنيق.",positive
"لو كان فما بنوك تقدم قروض ميسرة جداً و مخصصة للسيارات الكهربائية، يمكن الوضع يتحسن.",positive
"ماذا عن مقاومة هذه السيارات للملوحة و الرطوبة العالية في المناطق الساحلية التونسية؟",neutral
"نحتاج إلى نماذج نجاح من دول مشابهة لتونس في ظروفها الاقتصادية و الاجتماعية.",positive
"الأسعار لازمها تكون في حدود إمكانيات الطبقة المتوسطة، و إلا ستبقى حكراً على الأثرياء.",negative
